Set	647.62
kurta	406.0
kurta	329.0
Western	753.33
Top	574.0
Set	824.0
Set	653.0
kurta	399.0
kurta	363.0
kurta	685.0
kurta	364.0
kurta	399.0
Set	657.0
Set	771.0
kurta	544.0
kurta	329.0
kurta	399.0
kurta	458.0
Set	886.0
